gRNA	gene	list	value
m179821789	TOR1AIP2	list	99
p179820384	TOR1AIP2	list	42
p179820421	TOR1AIP2	list	99
p179821753	TOR1AIP2	list	73
p179821773	TOR1AIP2	list	112
m132565549	TOR1B	list	21
m132565572	TOR1B	list	75
m132565600	TOR1B	list	57
m132565609	TOR1B	list	93
m132565615	TOR1B	list	174
p132565477	TOR1B	list	156
p132565482	TOR1B	list	97
p132565492	TOR1B	list	128
p132565532	TOR1B	list	153
p132565559	TOR1B	list	70
m59872500	TOX	list	134
m59872524	TOX	list	33
m59872562	TOX	list	95
m60031467	TOX	list	60
m60031485	TOX	list	120
p59872503	TOX	list	12
p59872508	TOX	list	5
p60031438	TOX	list	29
p60031469	TOX	list	8
p60031477	TOX	list	54
m42602050	TOX2	list	107
m42602067	TOX2	list	62
m42635190	TOX2	list	170
m42635200	TOX2	list	66
m42635233	TOX2	list	23
m42635243	TOX2	list	80
m42635251	TOX2	list	15
m42635284	TOX2	list	197
p42602053	TOX2	list	110
p42635254	TOX2	list	128
m52498017	TOX3	list	7
m52498076	TOX3	list	77
m52502422	TOX3	list	92
m52502452	TOX3	list	70
p52497987	TOX3	list	62
p52497997	TOX3	list	148
p52498002	TOX3	list	118
p52498020	TOX3	list	120
p52498029	TOX3	list	13
p52502405	TOX3	list	175
m21945653	TOX4	list	111
m21945680	TOX4	list	192
m21955657	TOX4	list	143
m21955664	TOX4	list	54
p21945642	TOX4	list	104
p21945669	TOX4	list	34
p21955608	TOX4	list	44
p21955617	TOX4	list	12
p21955644	TOX4	list	138
p21955681	TOX4	list	119
m7578232	TP53	list	200
m7578241	TP53	list	173
m7578255	TP53	list	181
m7578372	TP53	list	86
m7578410	TP53	list	184
m7578418	TP53	list	173
p7578258	TP53	list	123
p7578376	TP53	list	182
p7578425	TP53	list	77
p7578431	TP53	list	200
m43784252	TP53BP1	list	177
m43784264	TP53BP1	list	91
m43784561	TP53BP1	list	119
m43784570	TP53BP1	list	67
p43784255	TP53BP1	list	152
p43784467	TP53BP1	list	111
p43784494	TP53BP1	list	77
p43784579	TP53BP1	list	153
p43784584	TP53BP1	list	166
p43784629	TP53BP1	list	151
m223991877	TP53BP2	list	122
m223991885	TP53BP2	list	96
m223991908	TP53BP2	list	124
m223991989	TP53BP2	list	68
m223994549	TP53BP2	list	195
m223994558	TP53BP2	list	61
m223994603	TP53BP2	list	194
m223994609	TP53BP2	list	97
p223991890	TP53BP2	list	197
p223994570	TP53BP2	list	121
m95953059	TP53INP1	list	90
m95953079	TP53INP1	list	14
m95953160	TP53INP1	list	178
p95952293	TP53INP1	list	98
p95952330	TP53INP1	list	79
p95952338	TP53INP1	list	44
p95952363	TP53INP1	list	158
p95953086	TP53INP1	list	109
p95953093	TP53INP1	list	144
p95953100	TP53INP1	list	75
m33296544	TP53INP2	list	163
m33296551	TP53INP2	list	40
m33296557	TP53INP2	list	95
m33296610	TP53INP2	list	76
m33296616	TP53INP2	list	94
m33296662	TP53INP2	list	25
m33297102	TP53INP2	list	44
p33296621	TP53INP2	list	125
p33296644	TP53INP2	list	94
p33297094	TP53INP2	list	94
m45317972	TP53RK	list	5
m45317977	TP53RK	list	78
m45318016	TP53RK	list	65
m45318021	TP53RK	list	120
m45318028	TP53RK	list	153
m45318046	TP53RK	list	4
p45317956	TP53RK	list	20
p45317963	TP53RK	list	129
p45317982	TP53RK	list	25
p45318006	TP53RK	list	112
m44005934	TP53TG5	list	79
m44006180	TP53TG5	list	157
m44006196	TP53TG5	list	110
m44006234	TP53TG5	list	100
m44006830	TP53TG5	list	81
m44006839	TP53TG5	list	7
m44006855	TP53TG5	list	14
p44005912	TP53TG5	list	76
p44006168	TP53TG5	list	117
p44006847	TP53TG5	list	107
m189526086	TP63	list	122
m189526101	TP63	list	55
m189526121	TP63	list	99
m189526130	TP63	list	138
m189526135	TP63	list	176
m189526174	TP63	list	173
m189526181	TP63	list	4
p189526056	TP63	list	82
p189526093	TP63	list	171
p189526146	TP63	list	184
m3624140	TP73	list	62
m3624147	TP73	list	166
m3624186	TP73	list	72
m3624197	TP73	list	7
m3624208	TP73	list	9
m3624213	TP73	list	181
m3624221	TP73	list	76
m3624232	TP73	list	72
m3624239	TP73	list	92
m3624251	TP73	list	53
m125475098	TPD52L1	list	44
p125475087	TPD52L1	list	35
p125541209	TPD52L1	list	132
p125541281	TPD52L1	list	136
p125569440	TPD52L1	list	162
p125569473	TPD52L1	list	57
p125569478	TPD52L1	list	134
p125569497	TPD52L1	list	174
p125569507	TPD52L1	list	88
p125583967	TPD52L1	list	184
m103249389	TPP2	list	170
m103249395	TPP2	list	48
m103249439	TPP2	list	146
m103249452	TPP2	list	82
m103249458	TPP2	list	124
m103249464	TPP2	list	70
p103249423	TPP2	list	158
p103249430	TPP2	list	65
p103249469	TPP2	list	171
p103249474	TPP2	list	104
m677970	TPPP	list	105
m677992	TPPP	list	113
m678018	TPPP	list	123
m678056	TPPP	list	102
m678062	TPPP	list	96
m678068	TPPP	list	154
m678088	TPPP	list	175
p678003	TPPP	list	1
p678070	TPPP	list	164
p678078	TPPP	list	142
m73961557	TPRKB	list	42
m73961592	TPRKB	list	24
m73961602	TPRKB	list	89
m73961677	TPRKB	list	13
p73961541	TPRKB	list	111
p73961564	TPRKB	list	84
p73961576	TPRKB	list	5
p73961626	TPRKB	list	46
p73961642	TPRKB	list	18
p73961650	TPRKB	list	34
m48305986	TPRX1	list	73
m48306038	TPRX1	list	15
m48306071	TPRX1	list	75
m48306098	TPRX1	list	88
p48305993	TPRX1	list	151
p48306007	TPRX1	list	200
p48306042	TPRX1	list	70
p48306055	TPRX1	list	111
p48306103	TPRX1	list	55
p48306110	TPRX1	list	161
m45914302	TPT1	list	18
m45914310	TPT1	list	58
m45914854	TPT1	list	51
m45914860	TPT1	list	68
m45914874	TPT1	list	48
m45914887	TPT1	list	103
p45914230	TPT1	list	52
p45914866	TPT1	list	44
p45915164	TPT1	list	37
p45915170	TPT1	list	36
m30345343	TPX2	list	53
m30347871	TPX2	list	72
m30347933	TPX2	list	97
m30354412	TPX2	list	20
m30354417	TPX2	list	16
m30354436	TPX2	list	21
p30347854	TPX2	list	138
p30347960	TPX2	list	76
p30354359	TPX2	list	25
p30354425	TPX2	list	87
m23556041	TRA2A	list	177
m23556137	TRA2A	list	179
m23561374	TRA2A	list	57
m23571430	TRA2A	list	90
p23556022	TRA2A	list	180
p23556030	TRA2A	list	125
p23556076	TRA2A	list	116
p23556083	TRA2A	list	109
p23561345	TRA2A	list	125
p23561412	TRA2A	list	90
m185641683	TRA2B	list	41
m185641736	TRA2B	list	98
m185643253	TRA2B	list	41
m185643260	TRA2B	list	26
m185643272	TRA2B	list	95
p185641649	TRA2B	list	65
p185641655	TRA2B	list	30
p185641697	TRA2B	list	122
p185641743	TRA2B	list	165
p185643263	TRA2B	list	114
m67190414	TRADD	list	30
m67190427	TRADD	list	135
m67190436	TRADD	list	27
m67190478	TRADD	list	111
m67190487	TRADD	list	127
m67190508	TRADD	list	138
m67190528	TRADD	list	55
m67190554	TRADD	list	176
p67190460	TRADD	list	23
p67190493	TRADD	list	55
m27071131	TRAF4	list	139
m27071136	TRAF4	list	133
m27071166	TRAF4	list	108
m27071186	TRAF4	list	77
m27071227	TRAF4	list	68
m27071237	TRAF4	list	130
p27071152	TRAF4	list	155
p27071172	TRAF4	list	2
p27071198	TRAF4	list	10
p27071211	TRAF4	list	34
m36520184	TRAF6	list	92
m36522804	TRAF6	list	24
m36522811	TRAF6	list	157
m36522940	TRAF6	list	89
m36523004	TRAF6	list	70
p36522793	TRAF6	list	25
p36522906	TRAF6	list	42
p36522911	TRAF6	list	122
p36522972	TRAF6	list	165
p36523008	TRAF6	list	151
m42218330	TRAK1	list	198
m42226201	TRAK1	list	86
m42226214	TRAK1	list	59
m42226240	TRAK1	list	153
m42226246	TRAK1	list	167
p42218347	TRAK1	list	115
p42218357	TRAK1	list	155
p42226175	TRAK1	list	74
p42226188	TRAK1	list	192
p42226228	TRAK1	list	75
m202272186	TRAK2	list	31
m202272249	TRAK2	list	94
m202272284	TRAK2	list	33
m202272305	TRAK2	list	6
m202285141	TRAK2	list	60
m202285154	TRAK2	list	117
p202272172	TRAK2	list	50
p202272274	TRAK2	list	84
p202272288	TRAK2	list	65
p202285157	TRAK2	list	124
m17216635	TRDMT1	list	42
m17243571	TRDMT1	list	37
m17243592	TRDMT1	list	138
m17243601	TRDMT1	list	75
p17216540	TRDMT1	list	163
p17216559	TRDMT1	list	161
p17216606	TRDMT1	list	143
p17216625	TRDMT1	list	33
p17243560	TRDMT1	list	197
p17243603	TRDMT1	list	55
m42237220	TRERF1	list	165
m42237251	TRERF1	list	36
m42237287	TRERF1	list	162
m42237294	TRERF1	list	152
p42237207	TRERF1	list	197
p42237222	TRERF1	list	130
p42237233	TRERF1	list	147
p42237243	TRERF1	list	197
p42237276	TRERF1	list	89
p42237297	TRERF1	list	138
m48508118	TREX1	list	31
m48508129	TREX1	list	1
m48508136	TREX1	list	80
m48508141	TREX1	list	96
m48508161	TREX1	list	95
m48508173	TREX1	list	105
m48508213	TREX1	list	40
m48508219	TREX1	list	178
p48508143	TREX1	list	182
p48508164	TREX1	list	23
m152710770	TREX2	list	152
m152710881	TREX2	list	70
p152710773	TREX2	list	191
p152710783	TREX2	list	33
p152710792	TREX2	list	193
p152710804	TREX2	list	75
p152710830	TREX2	list	49
p152710840	TREX2	list	126
p152710846	TREX2	list	50
p152710851	TREX2	list	152
m129694665	TRH	list	7
m129694670	TRH	list	92
m129694719	TRH	list	58
p129694644	TRH	list	173
p129694651	TRH	list	145
p129694689	TRH	list	54
p129694721	TRH	list	109
p129694730	TRH	list	105
p129694742	TRH	list	45
p129694748	TRH	list	55
m120882726	TRIAP1	list	111
m120882748	TRIAP1	list	42
m120884030	TRIAP1	list	122
m120884089	TRIAP1	list	139
m120884164	TRIAP1	list	73
p120882739	TRIAP1	list	53
p120884021	TRIAP1	list	39
p120884036	TRIAP1	list	19
p120884047	TRIAP1	list	114
p120884105	TRIAP1	list	76
m126443172	TRIB1	list	200
m126443193	TRIB1	list	102
m126443201	TRIB1	list	115
m126443206	TRIB1	list	117
m126443220	TRIB1	list	200
p126443132	TRIB1	list	200
p126443137	TRIB1	list	172
p126443156	TRIB1	list	195
p126443212	TRIB1	list	193
p126443227	TRIB1	list	105
m12858497	TRIB2	list	28
m12858530	TRIB2	list	160
m12858538	TRIB2	list	59
m12858543	TRIB2	list	135
m12858570	TRIB2	list	168
p12858425	TRIB2	list	43
p12858454	TRIB2	list	95
p12858464	TRIB2	list	195
p12858503	TRIB2	list	68
p12858510	TRIB2	list	47
m368668	TRIB3	list	78
m368697	TRIB3	list	11
m368736	TRIB3	list	98
m368744	TRIB3	list	164
m368749	TRIB3	list	175
m368802	TRIB3	list	6
m368809	TRIB3	list	61
p368676	TRIB3	list	116
p368685	TRIB3	list	133
p368818	TRIB3	list	11
m228594192	TRIM11	list	177
m228594225	TRIM11	list	69
m228594231	TRIM11	list	190
p228594144	TRIM11	list	196
p228594154	TRIM11	list	166
p228594164	TRIM11	list	139
p228594183	TRIM11	list	120
p228594196	TRIM11	list	102
p228594210	TRIM11	list	15
p228594217	TRIM11	list	126
m15554821	TRIM16	list	199
m15554884	TRIM16	list	148
m15554896	TRIM16	list	80
m15554904	TRIM16	list	92
m15554913	TRIM16	list	99
p15554812	TRIM16	list	174
p15554829	TRIM16	list	74
p15554837	TRIM16	list	173
p15554870	TRIM16	list	17
p15554876	TRIM16	list	131
m4411477	TRIM21	list	7
m4411501	TRIM21	list	8
m4411510	TRIM21	list	80
m4411515	TRIM21	list	22
m4411581	TRIM21	list	64
m4411602	TRIM21	list	24
m4411608	TRIM21	list	12
p4411521	TRIM21	list	149
p4411541	TRIM21	list	129
p4411552	TRIM21	list	148
m64913966	TRIM23	list	171
m64914071	TRIM23	list	129
m64920040	TRIM23	list	59
m64920048	TRIM23	list	20
m64920053	TRIM23	list	159
m64920069	TRIM23	list	100
m64920091	TRIM23	list	26
p64913980	TRIM23	list	156
p64913985	TRIM23	list	40
p64920071	TRIM23	list	103
p138145280	TRIM24	list	154
p138145286	TRIM24	list	103
p138145295	TRIM24	list	123
p138145301	TRIM24	list	134
p138145378	TRIM24	list	122
p138145383	TRIM24	list	168
p138145388	TRIM24	list	108
p138145394	TRIM24	list	135
p138145401	TRIM24	list	30
p138145430	TRIM24	list	99
m54991228	TRIM25	list	24
m54991282	TRIM25	list	131
m54991288	TRIM25	list	152
m54991300	TRIM25	list	29
p54991240	TRIM25	list	24
p54991253	TRIM25	list	154
p54991260	TRIM25	list	51
p54991271	TRIM25	list	142
p54991304	TRIM25	list	92
p54991309	TRIM25	list	58
m28891375	TRIM27	list	196
m28891400	TRIM27	list	143
p28891291	TRIM27	list	38
p28891310	TRIM27	list	54
p28891330	TRIM27	list	191
p28891337	TRIM27	list	82
p28891360	TRIM27	list	156
p28891367	TRIM27	list	173
p28891379	TRIM27	list	170
p28891388	TRIM27	list	33
m59056137	TRIM28	list	104
m59056231	TRIM28	list	43
m59056245	TRIM28	list	90
m59056251	TRIM28	list	93
m59056359	TRIM28	list	66
p59056117	TRIM28	list	70
p59056144	TRIM28	list	64
p59056288	TRIM28	list	3
p59056298	TRIM28	list	90
p59056329	TRIM28	list	117
m119460053	TRIM32	list	143
m119460061	TRIM32	list	93
m119460084	TRIM32	list	194
m119460100	TRIM32	list	120
m119460143	TRIM32	list	184
m119460148	TRIM32	list	189
m119460155	TRIM32	list	200
p119460032	TRIM32	list	99
p119460043	TRIM32	list	81
p119460117	TRIM32	list	65
m115053539	TRIM33	list	54
m115053544	TRIM33	list	42
m115053561	TRIM33	list	38
m115053567	TRIM33	list	94
m115053579	TRIM33	list	53
m115053625	TRIM33	list	25
m115053662	TRIM33	list	186
p115053463	TRIM33	list	124
p115053569	TRIM33	list	6
p115053586	TRIM33	list	176
m27168645	TRIM35	list	179
m27168746	TRIM35	list	102
p27168607	TRIM35	list	23
p27168619	TRIM35	list	78
p27168650	TRIM35	list	27
p27168689	TRIM35	list	72
p27168694	TRIM35	list	155
p27168699	TRIM35	list	135
p27168704	TRIM35	list	161
p27168731	TRIM35	list	181
m180651009	TRIM41	list	45
m180651015	TRIM41	list	190
m180651023	TRIM41	list	87
m180651039	TRIM41	list	158
m180651089	TRIM41	list	67
m180651096	TRIM41	list	168
m180651121	TRIM41	list	147
p180651025	TRIM41	list	122
p180651031	TRIM41	list	37
p180651061	TRIM41	list	110
m117663628	TRIM45	list	55
m117663639	TRIM45	list	49
m117663666	TRIM45	list	26
m117663752	TRIM45	list	20
m117663760	TRIM45	list	82
m117663772	TRIM45	list	131
p117663652	TRIM45	list	87
p117663674	TRIM45	list	104
p117663685	TRIM45	list	84
p117663782	TRIM45	list	131
m73874510	TRIM47	list	41
m73874531	TRIM47	list	20
m73874574	TRIM47	list	79
m73874580	TRIM47	list	35
m73874618	TRIM47	list	165
m73874624	TRIM47	list	177
p73874495	TRIM47	list	177
p73874539	TRIM47	list	53
p73874559	TRIM47	list	153
p73874564	TRIM47	list	61
m5701258	TRIM5	list	75
m5701379	TRIM5	list	155
m5701391	TRIM5	list	192
m5701399	TRIM5	list	86
p5701271	TRIM5	list	7
p5701280	TRIM5	list	162
p5701292	TRIM5	list	140
p5701304	TRIM5	list	14
p5701310	TRIM5	list	11
p5701370	TRIM5	list	199
m67039552	TRIM55	list	101
m67039584	TRIM55	list	113
m67039611	TRIM55	list	118
m67039625	TRIM55	list	20
m67039640	TRIM55	list	133
m67040542	TRIM55	list	175
m67040559	TRIM55	list	138
p67039532	TRIM55	list	168
p67039592	TRIM55	list	81
p67040544	TRIM55	list	13
m26393885	TRIM63	list	102
m26393906	TRIM63	list	70
m26393936	TRIM63	list	56
m26393955	TRIM63	list	133
m26393960	TRIM63	list	31
p26393871	TRIM63	list	89
p26393893	TRIM63	list	143
p26393925	TRIM63	list	116
p26393939	TRIM63	list	114
p26393945	TRIM63	list	69
m8670085	TRIM66	list	41
m8671288	TRIM66	list	142
m8671297	TRIM66	list	95
m8671352	TRIM66	list	130
m8671374	TRIM66	list	125
m8671409	TRIM66	list	46
m8671418	TRIM66	list	180
m8673348	TRIM66	list	46
p8671280	TRIM66	list	29
p8671365	TRIM66	list	100
m4626664	TRIM68	list	45
m4626694	TRIM68	list	191
m4626715	TRIM68	list	109
p4626616	TRIM68	list	51
p4626635	TRIM68	list	15
p4626646	TRIM68	list	142
p4626668	TRIM68	list	194
p4626686	TRIM68	list	73
p4626698	TRIM68	list	176
p4626705	TRIM68	list	112
m45048564	TRIM69	list	141
m45048582	TRIM69	list	39
m45050852	TRIM69	list	17
p45048573	TRIM69	list	195
p45048605	TRIM69	list	173
p45048618	TRIM69	list	43
p45048639	TRIM69	list	145
p45050832	TRIM69	list	177
p45050901	TRIM69	list	103
p45050925	TRIM69	list	200
m180626966	TRIM7	list	186
m180626984	TRIM7	list	162
m180627007	TRIM7	list	97
m180627017	TRIM7	list	40
m180627029	TRIM7	list	144
m180627053	TRIM7	list	85
m180627062	TRIM7	list	170
m180627068	TRIM7	list	20
p180626969	TRIM7	list	146
p180626999	TRIM7	list	179
m32859587	TRIM71	list	51
m32859594	TRIM71	list	87
m32859638	TRIM71	list	4
m32859651	TRIM71	list	55
m32859663	TRIM71	list	12
m32859675	TRIM71	list	61
p32859598	TRIM71	list	75
p32859608	TRIM71	list	15
p32859616	TRIM71	list	74
p32859677	TRIM71	list	169
m104404375	TRIM8	list	70
m104404449	TRIM8	list	175
m104404461	TRIM8	list	68
m104404507	TRIM8	list	101
m104404520	TRIM8	list	23
p104404366	TRIM8	list	89
p104404382	TRIM8	list	154
p104404481	TRIM8	list	148
p104404487	TRIM8	list	82
p104404494	TRIM8	list	41
m14143955	TRIO	list	183
m14143962	TRIO	list	105
m14143967	TRIO	list	58
m14143979	TRIO	list	110
m14143986	TRIO	list	17
p14143819	TRIO	list	115
p14143828	TRIO	list	58
p14143941	TRIO	list	67
p14143969	TRIO	list	183
p14270943	TRIO	list	173
m38147781	TRIOBP	list	100
m38147829	TRIOBP	list	17
m38150895	TRIOBP	list	139
m38150911	TRIOBP	list	53
p38147785	TRIOBP	list	8
p38147798	TRIOBP	list	145
p38147808	TRIOBP	list	68
p38147813	TRIOBP	list	159
p38150902	TRIOBP	list	132
p38150914	TRIOBP	list	46
m92499537	TRIP11	list	141
m92499580	TRIP11	list	29
m92505892	TRIP11	list	42
m92505902	TRIP11	list	57
m92506020	TRIP11	list	141
p92488141	TRIP11	list	119
p92499566	TRIP11	list	90
p92505923	TRIP11	list	47
p92505978	TRIP11	list	77
p92505986	TRIP11	list	17
m230724249	TRIP12	list	64
m230744699	TRIP12	list	153
m230744706	TRIP12	list	167
m230744732	TRIP12	list	145
m230744744	TRIP12	list	98
m230744768	TRIP12	list	25
m230744786	TRIP12	list	143
p230724230	TRIP12	list	123
p230724236	TRIP12	list	89
p230744775	TRIP12	list	80
m893114	TRIP13	list	41
m893136	TRIP13	list	172
m893152	TRIP13	list	25
m893162	TRIP13	list	36
m893170	TRIP13	list	7
m893178	TRIP13	list	94
m894928	TRIP13	list	150
p893106	TRIP13	list	152
p893121	TRIP13	list	99
p893183	TRIP13	list	173
m64680095	TRIP4	list	50
m64680114	TRIP4	list	140
p64680102	TRIP4	list	97
p64680118	TRIP4	list	115
p64680130	TRIP4	list	190
p64686183	TRIP4	list	52
p64686193	TRIP4	list	22
p64686233	TRIP4	list	128
p64686261	TRIP4	list	94
p64687614	TRIP4	list	5
m100465145	TRIP6	list	104
m100465219	TRIP6	list	40
m100465518	TRIP6	list	135
m100465523	TRIP6	list	11
m100465587	TRIP6	list	176
m100465600	TRIP6	list	199
m100465761	TRIP6	list	167
m100465770	TRIP6	list	132
p100465206	TRIP6	list	6
p100465749	TRIP6	list	138
m101283694	TRMT10C	list	68
m101283701	TRMT10C	list	92
m101283833	TRMT10C	list	45
m101283895	TRMT10C	list	69
m101283905	TRMT10C	list	90
p101283659	TRMT10C	list	183
p101283686	TRMT10C	list	149
p101283792	TRMT10C	list	148
p101283800	TRMT10C	list	65
p101283861	TRMT10C	list	177
m61446376	TRMT5	list	35
m61446513	TRMT5	list	141
m61446560	TRMT5	list	197
m61446577	TRMT5	list	138
m61446586	TRMT5	list	151
p61446367	TRMT5	list	31
p61446412	TRMT5	list	170
p61446417	TRMT5	list	129
p61446499	TRMT5	list	35
p61446568	TRMT5	list	77
m5930931	TRMT6	list	27
m5930986	TRMT6	list	48
m5931039	TRMT6	list	18
m5931046	TRMT6	list	11
p5930912	TRMT6	list	47
p5930969	TRMT6	list	3
p5930975	TRMT6	list	179
p5930995	TRMT6	list	60
p5931001	TRMT6	list	168
p5931007	TRMT6	list	90
m103996316	TRMT61A	list	142
m103996368	TRMT61A	list	14
m103996380	TRMT61A	list	10
p103996305	TRMT61A	list	134
p103996326	TRMT61A	list	18
p103996338	TRMT61A	list	30
p103996353	TRMT61A	list	160
p103996360	TRMT61A	list	11
p103996371	TRMT61A	list	6
p103996390	TRMT61A	list	111
m28879632	TRNAU1AP	list	54
m28880160	TRNAU1AP	list	70
m28880234	TRNAU1AP	list	190
m28880240	TRNAU1AP	list	15
m28887150	TRNAU1AP	list	176
p28879617	TRNAU1AP	list	130
p28879622	TRNAU1AP	list	36
p28880144	TRNAU1AP	list	58
p28880181	TRNAU1AP	list	41
p28880226	TRNAU1AP	list	15
m27320283	TRNP1	list	148
m27320291	TRNP1	list	111
m27320346	TRNP1	list	189
m27320352	TRNP1	list	26
m27320390	TRNP1	list	58
m27320432	TRNP1	list	82
m27320473	TRNP1	list	190
p27320335	TRNP1	list	50
p27320453	TRNP1	list	73
p27320459	TRNP1	list	195
m54951443	TRO	list	61
m54951464	TRO	list	141
m54952097	TRO	list	130
p54951473	TRO	list	127
p54951479	TRO	list	128
p54952068	TRO	list	112
p54952081	TRO	list	100
p54952089	TRO	list	130
p54952827	TRO	list	50
p54952842	TRO	list	180
m193038204	TROVE2	list	83
m193038214	TROVE2	list	160
m193038236	TROVE2	list	162
m193038288	TROVE2	list	168
p193038222	TROVE2	list	44
p193038266	TROVE2	list	73
p193038280	TROVE2	list	81
p193038292	TROVE2	list	46
p193038321	TROVE2	list	128
p193038364	TROVE2	list	45
m135692927	TRPC7	list	29
m135692948	TRPC7	list	170
m135692996	TRPC7	list	175
m135693005	TRPC7	list	198
m135693017	TRPC7	list	107
m135693023	TRPC7	list	57
p135692912	TRPC7	list	125
p135692929	TRPC7	list	125
p135692940	TRPC7	list	140
p135692964	TRPC7	list	155
m77457191	TRPM6	list	60
m77457210	TRPM6	list	186
m77457225	TRPM6	list	61
m77457238	TRPM6	list	100
m77457250	TRPM6	list	9
m77470444	TRPM6	list	162
p77470434	TRPM6	list	166
p77470451	TRPM6	list	182
p77473631	TRPM6	list	26
p77473639	TRPM6	list	182
m50950007	TRPM7	list	45
m50955165	TRPM7	list	63
m50955176	TRPM7	list	1
m50955206	TRPM7	list	24
p50949986	TRPM7	list	60
p50955148	TRPM7	list	141
p50955156	TRPM7	list	61
p50955189	TRPM7	list	77
p50955210	TRPM7	list	162
p50955218	TRPM7	list	121
m116632113	TRPS1	list	182
m116632224	TRPS1	list	97
m116632235	TRPS1	list	14
m116632241	TRPS1	list	29
m116632279	TRPS1	list	147
p116632196	TRPS1	list	109
p116632203	TRPS1	list	183
p116632209	TRPS1	list	195
p116635838	TRPS1	list	161
p116635845	TRPS1	list	190
m98478801	TRRAP	list	131
m98487975	TRRAP	list	73
m98487992	TRRAP	list	78
m98488007	TRRAP	list	14
m98488016	TRRAP	list	192
m98488028	TRRAP	list	138
m98490045	TRRAP	list	95
m98490088	TRRAP	list	158
p98478772	TRRAP	list	164
p98488046	TRRAP	list	25
m135802631	TSC1	list	63
m135802661	TSC1	list	184
m135804155	TSC1	list	177
m135804238	TSC1	list	21
p135802595	TSC1	list	7
p135802609	TSC1	list	1
p135802620	TSC1	list	100
p135802644	TSC1	list	1
p135802667	TSC1	list	84
p135804187	TSC1	list	114
m2098617	TSC2	list	72
m2098623	TSC2	list	140
m2098628	TSC2	list	111
m2098700	TSC2	list	130
p2098630	TSC2	list	121
p2098651	TSC2	list	175
p2098657	TSC2	list	106
p2098668	TSC2	list	29
p2098680	TSC2	list	137
p2098690	TSC2	list	26
m45008820	TSC22D1	list	50
m45008849	TSC22D1	list	169
m45008865	TSC22D1	list	134
m45008895	TSC22D1	list	89
m45008973	TSC22D1	list	185
p45008812	TSC22D1	list	2
p45008851	TSC22D1	list	164
p45008907	TSC22D1	list	75
p45008946	TSC22D1	list	111
p45008982	TSC22D1	list	45
m106957855	TSC22D3	list	61
m106957903	TSC22D3	list	154
m106957924	TSC22D3	list	116
m106957936	TSC22D3	list	107
m106957942	TSC22D3	list	196
p106957834	TSC22D3	list	21
p106957846	TSC22D3	list	195
p106957867	TSC22D3	list	86
p106957891	TSC22D3	list	120
p106957906	TSC22D3	list	72
m100075401	TSC22D4	list	66
m100075586	TSC22D4	list	98
m100075602	TSC22D4	list	83
p100075381	TSC22D4	list	96
p100075389	TSC22D4	list	84
p100075405	TSC22D4	list	116
p100075429	TSC22D4	list	153
p100075437	TSC22D4	list	87
p100075592	TSC22D4	list	57
p100075609	TSC22D4	list	90
m184020922	TSEN15	list	78
m184020936	TSEN15	list	80
m184020993	TSEN15	list	140
m184021004	TSEN15	list	89
p184020925	TSEN15	list	120
p184020940	TSEN15	list	166
p184020946	TSEN15	list	20
p184020952	TSEN15	list	59
p184020965	TSEN15	list	22
p184023493	TSEN15	list	70
m12531391	TSEN2	list	74
m12531398	TSEN2	list	166
m12531421	TSEN2	list	153
m12533669	TSEN2	list	3
m12533694	TSEN2	list	72
m12538015	TSEN2	list	181
p12531439	TSEN2	list	1
